AKUN,DESKRIPSI,TANGGAL,DESKRIPSI KEGIATAN,REALISASI (RP),BULAN,TAHUN,Normalisasi,Klaster
612414101,"BBM,TOL,PARKIR",22/12/2022,BBM MOBIL DINAS ,300000,12,2022,0.010011,1
612414101,"BBM,TOL,PARKIR",26/12/2022,BBM MOBIL DINAS,300000,12,2022,0.010011,1
612414101,"BBM,TOL,PARKIR",26/12/2022,BBM MOBIL DINAS,350000,12,2022,0.011693,1
612414101,"BBM,TOL,PARKIR",08/12/2022,E -TOLL MOBIL DINAS  ,42000,12,2022,0.001329,1
612414101,"BBM,TOL,PARKIR",09/12/2022,E- TOLL MOBIL DINAS  ,14000,12,2022,0.000387,1
612414101,"BBM,TOL,PARKIR",12/12/2022,E- TOLL MOBIL DINAS ,42000,12,2022,0.001329,1
612414101,"BBM,TOL,PARKIR",13/12/2022,E- TOLL MOBIL DINAS  ,14000,12,2022,0.000387,1
612414101,"BBM,TOL,PARKIR",13/12/2022,E- TOLL MOBIL DINAS  ,21000,12,2022,0.000623,1
612414101,"BBM,TOL,PARKIR",14/12/2022,E- TOLL MOBIL DINAS  ,42000,12,2022,0.001329,1
612414101,"BBM,TOL,PARKIR",15/12/2022,E -TOLL MOBIL DINAS  ,74000,12,2022,0.002406,1
612414101,"BBM,TOL,PARKIR",22/12/2022,E - TOLL MOBIL DINAS ,77000,12,2022,0.002507,1
612414101,"BBM,TOL,PARKIR",23/12/2022,E-TOLL MOBIL DINAS,42000,12,2022,0.001329,1
612412101,BIAYA JAMUAN KANTOR,29/11/2022,JAMUAN INTERNAL,87000,11,2022,0.002843,1
612412101,BIAYA JAMUAN KANTOR,08/12/2022,JAMUAN INTERNAL,40000,12,2022,0.001262,1
612412101,BIAYA JAMUAN KANTOR,08/12/2022,JAMUAN INTERNAL,62000,12,2022,0.002002,1
612412101,BIAYA JAMUAN KANTOR,13/12/2022,JAMUAN INTERNAL,61000,12,2022,0.001969,1
612412101,BIAYA JAMUAN KANTOR,14/12/2022,JAMUAN INTERNAL,50000,12,2022,0.001598,1
612412101,BIAYA JAMUAN KANTOR,15/12/2022,JAMUAN INTERNAL,63000,12,2022,0.002036,1
612412101,BIAYA JAMUAN KANTOR,17/12/2022,JAMUAN INTERNAL,100000,12,2022,0.003281,1
612412101,BIAYA JAMUAN KANTOR,21/12/2022,JAMUAN INTERNAL,52000,12,2022,0.001666,1
612412101,BIAYA JAMUAN KANTOR,21/12/2022,JAMUAN EKSTERNAL,164000,12,2022,0.005435,1
612403103,RUMAH TANGGA,13/12/2022,PEMB. GANTUNGAN BAJU RUMAH DINAS,250000,12,2022,0.008328,1
612403103,RUMAH TANGGA,19/12/2022,PEMB. GAS 12 KG PANTRY LANTAI 1,220000,12,2022,0.007319,1
612403103,RUMAH TANGGA,19/12/2022,PEMB. DOMPET KUNCI MOBIL DINAS,105000,12,2022,0.003449,1
612403103,RUMAH TANGGA,30/11/2022,PEMBL AQUA GALON AIR MINUM KARYAWAN UNIT DEPOK,608001,11,2022,0.020375,1
612403103,RUMAH TANGGA,22/12/2022,PEMBL AQUA GALON AIR MINUM KARYAWAN KC BOGOR,274550,12,2022,0.009155,1
612408102,PEMELIHARAAN/PERBAIKAN RUMAH DINAS,08/12/2022,"PEMB. POT, BATU TANAMAN, TATAKAN POT, BUNGA RUMDIN",400000,12,2022,0.013376,1
612408102,PEMELIHARAAN/PERBAIKAN RUMAH DINAS,15/12/2022,"PEMB. TANAMAN, BUNGA , POT UKURAN BESAR RUMDIN",345000,12,2022,0.011525,1
612408102,PEMELIHARAAN/PERBAIKAN RUMAH DINAS,16/12/2022,PEMB. PUPUK DAN SEKAM TANAMAN RUMDIN,160000,12,2022,0.0053,1
612408102,PEMELIHARAAN/PERBAIKAN RUMAH DINAS,23/12/2022,PEMB. SILINDER LACI ALUMUNIUM (KUNCI PINTU MASUK RUMDIN),50000,12,2022,0.001598,1
612408101,PEMELIHARAAN KANTOR,07/12/2022,PEMB. LAMPU JALAN PJU 100 W UNIT LAYANAN DEPOK,1050000,12,2022,0.035249,1
612408101,PEMELIHARAAN KANTOR,09/12/2022,PEMB. KLEM RING UNTUK LAMPU PJU,60000,12,2022,0.001935,1
612408101,PEMELIHARAAN KANTOR,13/12/2022,"PEMB. KABEL HYO, KLEM, STOP KONTAK, STEKER DLL.",122000,12,2022,0.004021,1
612408101,PEMELIHARAAN KANTOR,13/12/2022,"PEMB. SEAL TAPE , DOUBLE NEPEL, DLL.",38000,12,2022,0.001195,1
612203106,BIAYA LAYANAN PESERTA,22/12/2022,PEMBY. BY KEAMANAN & PEMELIHARAAN STAND SERVICE POINT DI GEDUNG KORPRI KAB. CIANJUR,100000,12,2022,0.003281,1
612201101,BBN PROM SOSIALISASI,15/12/2022,PEMB. MUG LOGO TASPEN ,2250000,12,2022,0.075629,1
612401102,BEBAN FOTOCOPY,22/12/2022,PEMBY. JILID & LAMINATING PKS SEWA LAHAN UNIT DEPOK,28000,12,2022,0.000858,1
612401102,BEBAN FOTOCOPY,27/12/2022,PRINT SERTIFIKAT SISWA PRAKTEK KERJA LAPANGAN (PKL),10000,12,2022,0.000252,1
612414101,"BBM,TOL,PARKIR",28/12/2022,E - TOLL & PARKIR KENDARAAN DINAS  ,42000,12,2022,0.001329,1
612414101,"BBM,TOL,PARKIR",28/12/2022,E - TOLL & PARKIR KENDARAAN DINAS  ,16000,12,2022,0.000454,1
612414101,"BBM,TOL,PARKIR",30/12/2022,E - TOLL KENDARAAN DINAS  ,21000,12,2022,0.000623,1
612414101,"BBM,TOL,PARKIR",28/12/2022,BBM MOTOR DINAS,30000,12,2022,0.000925,1
612414101,"BBM,TOL,PARKIR",02/01/2023,BBM MOBIL DINAS,500000,1,2023,0.016741,2
612414101,"BBM,TOL,PARKIR",03/01/2023,BBM MOBIL DINAS ,500000,1,2023,0.016741,2
612414101,"BBM,TOL,PARKIR",03/01/2023,BBM MOBIL DINAS ,300000,1,2023,0.010011,2
612414101,"BBM,TOL,PARKIR",03/01/2023,BBM MOBIL DINAS,400000,1,2023,0.013376,2
612401102,BEBAN FOTOCOPY,02/01/2023,PEMBY. JILID LAMINATING BUKU PENGAWASAN CEK BIDANG KEUANGAN,46000,1,2023,0.001464,2
612401102,BEBAN FOTOCOPY,02/01/2023,PEMBY. JILID LAMINATING LAPORAN KEUANGAN TJSL ,37000,1,2023,0.001161,2
612403101,"TELEPON/INTERNET/FAKSIMILI,AIR,LISTRIK&GAS",01/12/2022,PEMB. PULSA AO UNIT DEPOK ,250000,12,2022,0.008328,1
612403101,"TELEPON/INTERNET/FAKSIMILI,AIR,LISTRIK&GAS",02/01/2023,PEMB. PULSA AO UNIT DEPOK ,250000,1,2023,0.008328,2
612403101,"TELEPON/INTERNET/FAKSIMILI,AIR,LISTRIK&GAS",09/12/2022,PDAM RUMAH DINAS UNIT DEPOK ,84400,12,2022,0.002756,1
612403101,"TELEPON/INTERNET/FAKSIMILI,AIR,LISTRIK&GAS",09/12/2022,PDAM KC BOGOR ,214900,12,2022,0.007147,1
612415103,RETRIBUSI & KEBERSIHAN,01/11/2022,RETRIBUSI KEBERSIHAN WILAYAH PERKANTORAN UNIT LAYANAN DEPOK ,150000,11,2022,0.004963,1
612415103,RETRIBUSI & KEBERSIHAN,01/12/2022,RETRIBUSI KEBERSIHAN WILAYAH PERKANTORAN UNIT LAYANAN DEPOK ,150000,12,2022,0.004963,1
612415103,RETRIBUSI & KEBERSIHAN,28/12/2022,RETRIBUSI SAMPAH GEDUNG KC BOGOR ,300000,12,2022,0.010011,1
612403103,RUMAH TANGGA,03/01/2023,PEMBL AQUA GALON AIR MINUM KARYAWAN KC BOGOR,242250,1,2023,0.008068,2
612403103,RUMAH TANGGA,29/12/2022,PEMB. SENDOK PLASTIK UNTUK TEH ,21000,12,2022,0.000623,1
612403103,RUMAH TANGGA,06/01/2023,PEMB.  MANGKOK KERTAS,40000,1,2023,0.001262,2
612403103,RUMAH TANGGA,06/01/2023,"PEMB. AKRILIK TULISAN ""CUSTOMER SERVICE"" & ""ENROLLMENT""",250000,1,2023,0.008328,2
612408101,PEMELIHARAAN KANTOR,03/01/2023,PEMB. BBM MESIN PEMOTONG RUMPUT,30000,1,2023,0.000925,2
612408101,PEMELIHARAAN KANTOR,03/01/2023,PEMB. NYLON CUTTER MESIN PEMOTONG RUMPUT,60000,1,2023,0.001935,2
612408101,PEMELIHARAAN KANTOR,03/01/2023,PEMB. BUSI WS7F MESIN PEMOTONG RUMPUT,10000,1,2023,0.000252,2
612408101,PEMELIHARAAN KANTOR,03/01/2023,PEMB. CLUTCH SHOE 221 MESIN PEMOTONG RUMPUT,25000,1,2023,0.000757,2
612408101,PEMELIHARAAN KANTOR,03/01/2023,PEMB. ROUNDUP (OBAT PEMBASMI HAMA RUMPUT),130000,1,2023,0.00429,2
612408101,PEMELIHARAAN KANTOR,03/01/2023,PEMB. PUPUK DAN VITAMIN TANAMAN ,95000,1,2023,0.003113,2
612203106,BIAYA LAYANAN PESERTA,29/12/2022,PEMB. AIR MINERAL JAMUAN PESERTA LAYANAN,210000,12,2022,0.006982,1
612203106,BIAYA LAYANAN PESERTA,04/01/2023,PEMB. JAMUAN PESERTA LAYANAN (PERMEN),134000,1,2023,0.004425,2
612203106,BIAYA LAYANAN PESERTA,04/01/2023,PEMB. JAMUAN PESERTA LAYANAN (GULA STICK),35600,1,2023,0.001114,2
612203106,BIAYA LAYANAN PESERTA,04/01/2023,PEMB. JAMUAN PESERTA LAYANAN (MAKANAN RINGAN),161500,1,2023,0.00535,2
612412101,BIAYA JAMUAN KANTOR,04/01/2023,JAMUAN EKSTERNAL,109000,1,2023,0.003584,2
612412101,BIAYA JAMUAN KANTOR,04/01/2023,JAMUAN EKSTERNAL,400000,1,2023,0.013376,2
612412101,BIAYA JAMUAN KANTOR,04/01/2023,JAMUAN EKSTERNAL,135000,1,2023,0.004459,2
612412101,BIAYA JAMUAN KANTOR,05/01/2023,JAMUAN INTERNAL ,15000,1,2023,0.000421,2
612412101,BIAYA JAMUAN KANTOR,05/01/2023,JAMUAN INTERNAL ,44000,1,2023,0.001396,2
612412101,BIAYA JAMUAN KANTOR,05/01/2023,JAMUAN INTERNAL ,80000,1,2023,0.002608,2
612412101,BIAYA JAMUAN KANTOR,06/01/2023,JAMUAN EKSTERNAL,617747,1,2023,0.020703,2
612412101,BIAYA JAMUAN KANTOR,06/01/2023,JAMUAN INTERNAL ,20000,1,2023,0.000589,2
612412101,BIAYA JAMUAN KANTOR,07/01/2023,JAMUAN EKSTERNAL,320000,1,2023,0.010684,2
612412101,BIAYA JAMUAN KANTOR,07/01/2023,JAMUAN EKSTERNAL,89100,1,2023,0.002914,2
612412101,BIAYA JAMUAN KANTOR,09/01/2023,JAMUAN INTERNAL ,127500,1,2023,0.004206,2
612408103,PEMELIHARAAN/PERBAIKAN KENDARAAAN,06/01/2023,PEMB. WIPER MOBIL DINAS,200000,1,2023,0.006646,2
612401102,BEBAN FOTOCOPY,17/01/2023,PEMB. FOTO COPY TANDA TERIMA BERKAS,100000,1,2023,0.003281,2
612401102,BEBAN FOTOCOPY,17/01/2023,PEMB. JILID & LAMINATING LAPORAN KEUANGAN TJSL & REKAP ABSEN KARYAWAN,44000,1,2023,0.001396,2
612401102,BEBAN FOTOCOPY,18/01/2023,PEMB. JILID & LAMINATING LAPORAN KEUANGAN UNIT DEPOK & KC BOGOR ,46000,1,2023,0.001464,2
612403103,RUMAH TANGGA,31/12/2022,PEMB. AQUA GALON AIR MINUM KARYAWAN UNIT DEPOK,513001,12,2022,0.017178,1
612403103,RUMAH TANGGA,12/01/2023,PEMB. MASKER DUCKBIL MOUSON,30000,1,2023,0.000925,2
612414101,"BBM,TOL,PARKIR",08/12/2022,BBM MOTOR DINAS ,30000,12,2022,0.000925,1
612414101,"BBM,TOL,PARKIR",21/12/2022,BBM MOTOR DINAS ,17630,12,2022,0.000509,1
612414101,"BBM,TOL,PARKIR",10/01/2023,BBM MOTOR DINAS ,33400,1,2023,0.00104,2
612414101,"BBM,TOL,PARKIR",06/01/2023,BBM MOBIL DINAS ,450000,1,2023,0.015058,2
612414101,"BBM,TOL,PARKIR",11/01/2023,E- TOLL MOBIL DINAS  ,33500,1,2023,0.001043,2
612414101,"BBM,TOL,PARKIR",19/01/2023,E- TOLL MOBIL DINAS  ,5000,1,2023,0.000084,2
612408103,PEMELIHARAAN/PERBAIKAN KENDARAAAN,09/01/2023,PEMBY.TAMBAL BAN & ISI NITROGEN MOBIL DINAS  ,30000,1,2023,0.000925,2
612408103,PEMELIHARAAN/PERBAIKAN KENDARAAAN,13/01/2023,PEMBY.VENTIL TUBLES MOTOR DINAS ,25000,1,2023,0.000757,2
612412101,BIAYA JAMUAN KANTOR,06/01/2023,JAMUAN EKSTERNAL ,75000,1,2023,0.00244,2
612412101,BIAYA JAMUAN KANTOR,06/01/2023,JAMUAN EKSTERNAL ,168000,1,2023,0.005569,2
612412101,BIAYA JAMUAN KANTOR,07/01/2023,JAMUAN INTERNAL ,50000,1,2023,0.001598,2
612412101,BIAYA JAMUAN KANTOR,09/01/2023,JAMUAN INTERNAL ,120000,1,2023,0.003954,2
612412101,BIAYA JAMUAN KANTOR,10/01/2023,JAMUAN INTERNAL ,64000,1,2023,0.002069,2
612412101,BIAYA JAMUAN KANTOR,12/01/2023,JAMUAN INTERNAL ,100000,1,2023,0.003281,2
612412101,BIAYA JAMUAN KANTOR,12/01/2023,JAMUAN EKSTERNAL (PARCEL BUAH),250000,1,2023,0.008328,2
612412101,BIAYA JAMUAN KANTOR,13/01/2023,JAMUAN INTERNAL ,350000,1,2023,0.011693,2
612412101,BIAYA JAMUAN KANTOR,14/01/2023,JAMUAN INTERNAL ,50000,1,2023,0.001598,2
612412101,BIAYA JAMUAN KANTOR,17/01/2023,JAMUAN INTERNAL ,128000,1,2023,0.004223,2
612412101,BIAYA JAMUAN KANTOR,17/01/2023,JAMUAN INTERNAL ,70000,1,2023,0.002271,2
612412101,BIAYA JAMUAN KANTOR,17/01/2023,JAMUAN EKSTERNAL,150000,1,2023,0.004963,2
612412101,BIAYA JAMUAN KANTOR,18/01/2023,JAMUAN INTERNAL ,288000,1,2023,0.009607,2
612203106,BIAYA LAYANAN PESERTA,24/01/2023,PEMB. JAMUAN PESERTA LAYANAN (MAKANAN RINGAN),168000,1,2023,0.005569,2
612408104,BYA PEM INV KTR,11/01/2023,"PEMB. RADAR OTOMATIS POMPA AIR, LEM PIPA, DLL.",263000,1,2023,0.008766,2
612408101,BY PEM. KANTOR,16/01/2023,PEMB. TISSUE & PENGHARUM RUANGAN ,437800,1,2023,0.014648,2
612408101,BY PEM. KANTOR,17/01/2023,"PEMB. ECOFIT LAMPU, KABEL DLL",392500,1,2023,0.013124,2
612201102,BIAYA PUBLIKASI & DOKUMENTASI,18/01/2023,PEMB. SEALANT ODOL PEREKAT PYLON SIGN,54000,1,2023,0.001733,2
612201102,BIAYA PUBLIKASI & DOKUMENTASI,19/01/2023,PEMB. LAMPU BOHLAM LED UNTUK PYLON SIGN,131200,1,2023,0.004331,2
612201102,BIAYA PUBLIKASI & DOKUMENTASI,17/01/2023,PEMB. STIKER PYLON SIGN,170000,1,2023,0.005636,2
612408103,PEMELIHARAAN/PERBAIKAN KENDARAAAN,19/01/2023,"PEMB. GASKET, CHAMBER, FUEL, OIL FILTER DLL.",1113261,1,2023,0.037377,2
612408103,PEMELIHARAAN/PERBAIKAN KENDARAAAN,19/01/2023,JASA SERVICE MOBIL DINAS ,826395,1,2023,0.027724,2
612408103,PEMELIHARAAN/PERBAIKAN KENDARAAAN,24/01/2023,"PEMB. GASKET,TMO SYN, OIL FILTER DLL.",880238,1,2023,0.029536,2
612408103,PEMELIHARAAN/PERBAIKAN KENDARAAAN,24/01/2023,JASA SERVICE MOBIL DINAS  ,765900,1,2023,0.025689,2
612408103,PEMELIHARAAN/PERBAIKAN KENDARAAAN,27/01/2023,JASA PEMASANGAN  SPOORING BEARING RODA DEPAN MOBIL DINAS ,253080,1,2023,0.008432,2
612414101,"BBM,TOL,PARKIR",24/01/2023,BBM MOTOR DINAS,20000,1,2023,0.000589,2
612414101,"BBM,TOL,PARKIR",26/01/2023,BBM MOBIL DINAS,350000,1,2023,0.011693,2
612414101,"BBM,TOL,PARKIR",26/01/2023,BBM MOBIL DINAS ,400000,1,2023,0.013376,2
612414101,"BBM,TOL,PARKIR",27/01/2023,BBM MOTOR DINAS,15000,1,2023,0.000421,2
612414101,"BBM,TOL,PARKIR",28/01/2023,BBM MOBIL DINAS,300000,1,2023,0.010011,2
612414101,"BBM,TOL,PARKIR",30/01/2023,BBM MOBIL DINAS,170000,1,2023,0.005636,2
612403103,RUMAH TANGGA,24/01/2023,PEMB. ISI ULANG TABUNG GAS 12 KG ,215000,1,2023,0.007151,2
612403103,RUMAH TANGGA,24/01/2023,PEMB. ISI ULANG TABUNG GAS 12 KG ,140000,1,2023,0.004627,2
612403103,RUMAH TANGGA,27/01/2023,PEMBL. GELAS KERTAS,14000,1,2023,0.000387,2
612403103,RUMAH TANGGA,24/01/2023,PEMBL AQUA GALON AIR MINUM KARYAWAN KC BOGOR,258400,1,2023,0.008611,2
612403103,RUMAH TANGGA,30/01/2023,PEMBL AQUA GALON AIR MINUM KARYAWAN KC BOGOR,242250,1,2023,0.008068,2
612408101,BY PEM. KANTOR,24/01/2023,PEMB. ALAS POT TANAMAN GEDUNG KANTOR,62500,1,2023,0.002019,2
612408101,BY PEM. KANTOR,24/01/2023,"PEMB. HYO,STOP KONTAK & STEKER LISTRIK",232000,1,2023,0.007723,2
612408101,BY PEM. KANTOR,24/01/2023,"PEMB. POT BESAR, POT KECIL, TANAMAN HIAS DLL",520000,1,2023,0.017414,2
612408101,BY PEM. KANTOR,26/01/2023,PEMB. TANAMAN HIAS GEDUNG KANTOR,96000,1,2023,0.003146,2
612408101,BY PEM. KANTOR,31/01/2023,PEMB. BENSIN MESIN PEMOTONG RUMPUT,30000,1,2023,0.000925,2
612408101,BY PEM. KANTOR,31/01/2023,PEMB. PUPUK TANAMAN GEDUNG KANTOR,15000,1,2023,0.000421,2
612412101,BIAYA JAMUAN KANTOR,21/01/2023,JAMUAN INTERNAL,102000,1,2023,0.003348,2
612412101,BIAYA JAMUAN KANTOR,24/01/2023,JAMUAN INTERNAL,72000,1,2023,0.002339,2
612412101,BIAYA JAMUAN KANTOR,24/01/2023,JAMUAN INTERNAL,90000,1,2023,0.002944,2
612412101,BIAYA JAMUAN KANTOR,25/01/2023,JAMUAN INTERNAL ,75000,1,2023,0.00244,2
612412101,BIAYA JAMUAN KANTOR,25/01/2023,JAMUAN INTERNAL ,72000,1,2023,0.002339,2
612412101,BIAYA JAMUAN KANTOR,27/01/2023,JAMUAN EKSTERNAL,148000,1,2023,0.004896,2
612412101,BIAYA JAMUAN KANTOR,27/01/2023,JAMUAN EKSTERNAL,152000,1,2023,0.005031,2
612412101,BIAYA JAMUAN KANTOR,27/01/2023,JAMUAN EKSTERNAL,47000,1,2023,0.001497,2
612412101,BIAYA JAMUAN KANTOR,27/01/2023,JAMUAN EKSTERNAL,49000,1,2023,0.001565,2
612412101,BIAYA JAMUAN KANTOR,27/01/2023,JAMUAN EKSTERNAL,228000,1,2023,0.007588,2
612203106,BIAYA LAYANAN PESERTA,31/01/2023,"PEMB. JAMUAN PESERTA LAYANAN (KOPI, GULA, TEH)",185000,1,2023,0.006141,2
612203106,BIAYA LAYANAN PESERTA,31/01/2023,PEMB. JAMUAN PESERTA LAYANAN (MAKANAN RINGAN),76000,1,2023,0.002473,2
612203106,BIAYA LAYANAN PESERTA,31/01/2023,PEMB. JAMUAN PESERTA LAYANAN (MAKANAN RINGAN),46000,1,2023,0.001464,2
612203106,BIAYA LAYANAN PESERTA,31/01/2023,PEMB. JAMUAN PESERTA LAYANAN (MAKANAN RINGAN),80000,1,2023,0.002608,2
612203106,BIAYA LAYANAN PESERTA,31/01/2023,PEMB. JAMUAN PESERTA LAYANAN (MAKANAN RINGAN),42000,1,2023,0.001329,2
612415103,RETRIBUSI & KEBERSIHAN,02/01/2023,RETRIBUSI KEBERSIHAN WILAYAH PERKANTORAN UNIT LAYANAN DEPOK ,150000,1,2023,0.004963,2
612415103,RETRIBUSI & KEBERSIHAN,03/01/2023,RETRIBUSI KEGIATAN SOSIAL WILAYAH KALIBATA ,100000,1,2023,0.003281,2
612414101,"BBM,TOL,PARKIR",02/02/2023,E-TOLL MOBIL DINAS  ,49000,2,2023,0.001565,2
612414101,"BBM,TOL,PARKIR",30/01/2023,BBM MOTOR DINAS ,25000,1,2023,0.000757,2
612414101,"BBM,TOL,PARKIR",30/01/2023,BBM MOBIL DINAS,400000,1,2023,0.013376,2
612414101,"BBM,TOL,PARKIR",19/01/2023,BBM MOTOR DINAS ,25000,1,2023,0.000757,2
612414101,"BBM,TOL,PARKIR",03/02/2023,BBM MOBIL DINAS,300000,2,2023,0.010011,2
612414101,"BBM,TOL,PARKIR",04/02/2023,BBM MOTOR DINAS,25000,2,2023,0.000757,2
612414101,"BBM,TOL,PARKIR",06/02/2023,BBM MOBIL DINAS,100000,2,2023,0.003281,2
612414101,"BBM,TOL,PARKIR",06/02/2023,BBM MOBIL DINAS,300000,2,2023,0.010011,2
612414101,"BBM,TOL,PARKIR",06/02/2023,BBM MOBIL DINAS,500000,2,2023,0.016741,2
612414101,"BBM,TOL,PARKIR",07/02/2023,BBM MOBIL DINAS,300000,2,2023,0.010011,2
612414101,"BBM,TOL,PARKIR",08/02/2023,BBM MOBIL DINAS,300000,2,2023,0.010011,2
612414101,"BBM,TOL,PARKIR",08/02/2023,BBM MOTOR DINAS,25000,2,2023,0.000757,2
612403101,"TELPON,INTERNET,FASIMILI",01/02/2023,PULSA AO  KC BOGOR,250000,2,2023,0.008328,2
612403101,"TELPON,INTERNET,FASIMILI",31/01/2023,PEMB TOKEN LISTRIK RUMAH DINAS UNIT LAYANAN DEPOK,100000,1,2023,0.003281,2
612408102,BIAYA PEM RMH DINAS,03/02/2023,LAUNDRY BED COVER RUMAH DINAS (BARU),179250,2,2023,0.005948,2
612401102,BEBAN FOTOCOPY,01/02/2023,PEMBY. JILID LAKBAN LAPORAN KEUANGAN TJSL ,10000,2,2023,0.000252,2
612401102,BEBAN FOTOCOPY,02/02/2023,PRINT NOTA KESEPAHAMAN KPPN KOTA BOGOR,35000,2,2023,0.001094,2
612401102,BEBAN FOTOCOPY,08/02/2023,JILID & LAMINATING LAPORAN NERACA SALDO UNIT LAY.DEPOK DAN KC BOGOR ,61000,2,2023,0.001969,2
612401102,BEBAN FOTOCOPY,09/02/2023,JILID & LAMINATING PERMOHONAN RESCHEDULE TJSL,15000,2,2023,0.000421,2
612412101,BIAYA JAMUAN KANTOR,31/01/2023,JAMUAN EKSTERNAL (PARCEL BUAH),150000,1,2023,0.004963,2
612412101,BIAYA JAMUAN KANTOR,24/01/2023,JAMUAN INTERNAL,50000,1,2023,0.001598,2
612412101,BIAYA JAMUAN KANTOR,01/02/2023,JAMUAN INTERNAL,56000,2,2023,0.0018,2
612412101,BIAYA JAMUAN KANTOR,03/02/2023,JAMUAN INTERNAL,600000,2,2023,0.020106,2
612412101,BIAYA JAMUAN KANTOR,03/02/2023,JAMUAN INTERNAL,550000,2,2023,0.018423,2
612412101,BIAYA JAMUAN KANTOR,04/02/2023,JAMUAN INTERNAL,30000,2,2023,0.000925,2
612412101,BIAYA JAMUAN KANTOR,07/02/2023,JAMUAN INTERNAL (7 PAKET PARCEL BUAH),1050000,2,2023,0.035249,2
612412101,BIAYA JAMUAN KANTOR,09/02/2023,JAMUAN INTERNAL (AIR MINERAL),50000,2,2023,0.001598,2
612412101,BIAYA JAMUAN KANTOR,09/02/2023,JAMUAN INTERNAL (POCARI SWEAT),132500,2,2023,0.004375,2
612201101,BEBAN PROM SOSIALISASI,02/01/2023,JAMUAN SOSIALISASI ASN BKD KOTA DEPOK TGL 02/02/2023,750000,1,2023,0.025154,2
612201101,BEBAN PROM SOSIALISASI,07/02/2023,JAMUAN SOSIALISASI RSUD KHIDMAD SEHAT AFIAT TGL 08/02/2023,800000,2,2023,0.026836,2
612412101,BIAYA JAMUAN KANTOR,03/02/2023,JAMUAN INTERNAL,135000,2,2023,0.004459,2
612412101,BIAYA JAMUAN KANTOR,09/02/2023,JAMUAN INTERNAL,182000,2,2023,0.00604,2
612412101,BIAYA JAMUAN KANTOR,14/02/2023,JAMUAN EKSTERNAL ,149000,2,2023,0.00493,2
612412101,BIAYA JAMUAN KANTOR,14/02/2023,JAMUAN EKSTERNAL ,197500,2,2023,0.006562,2
612412101,BIAYA JAMUAN KANTOR,14/02/2023,JAMUAN EKSTERNAL ,152000,2,2023,0.005031,2
612412101,BIAYA JAMUAN KANTOR,16/02/2023,JAMUAN EKSTERNAL ,84000,2,2023,0.002742,2
612412101,BIAYA JAMUAN KANTOR,16/02/2023,JAMUAN EKSTERNAL ,75000,2,2023,0.00244,2
612412101,BIAYA JAMUAN KANTOR,16/02/2023,JAMUAN EKSTERNAL ,821436,2,2023,0.027557,2
612412101,BIAYA JAMUAN KANTOR,16/02/2023,JAMUAN EKSTERNAL ,78000,2,2023,0.002541,2
612412101,BIAYA JAMUAN KANTOR,18/02/2023,JAMUAN INTERNAL,162000,2,2023,0.005367,2
612403101,"TELPON,INTERNET,FASIMILI",10/02/2023,PEMBY. PDAM KC BOGOR ,217400,2,2023,0.007231,2
612403101,"TELPON,INTERNET,FASIMILI",10/02/2023,PEMBY. PDAM UNIT DEPOK ,90500,2,2023,0.002961,2
612203106,BIAYA LAYANAN PESERTA,10/02/2023,PEMB. JAMUAN LAYANAN PESERTA (PERMEN),90000,2,2023,0.002944,2
612203106,BIAYA LAYANAN PESERTA,13/02/2023,PEMB. JAMUAN LAYANAN PESERTA (AIR MINERAL),210000,2,2023,0.006982,2
612402101,BIAYA PENGIRIMAN,09/02/2023,SEWA MOBIL PICKUP PEMINDAHAN KULKAS UNIT DEPOK KE KC BOGOR,300000,2,2023,0.010011,2
612403101,"TELEPON/INTERNET/FAKSIMILI,AIR,LISTRIK&GAS",08/03/2023,PEMB. PULSA AO UNIT DEPOK & KC BOGOR ,500000,3,2023,0.016741,2
612408103,BYA PEM KDRN,27/02/2023,PEMBY. TAMBAL BAN MOTOR DINAS ,30000,2,2023,0.000925,2
612414101,"BBM,TOL,PARKIR",10/02/2023,PEMB. BBM MOTOR DINAS ,25000,2,2023,0.000757,2
612414101,"BBM,TOL,PARKIR",21/02/2023,PEMB. BBM MOTOR DINAS ,25000,2,2023,0.000757,2
612201102,BIAYA PUBLIKASI & DOKUMENTASI,06/03/2023,PEMBY. CETAK BANNER INFORMASI LAYANAN TASPEN,220000,3,2023,0.007319,2
612401102,BEBAN FOTOCOPY,28/02/2023,JILID & LAMINATING LAPORAN KEUANGAN TJSL & LAPORAN PEMUSNAHAN DOSIR,62000,2,2023,0.002002,2
612412101,BIAYA JAMUAN KANTOR,20/02/2023,JAMUAN INTERNAL ,70000,2,2023,0.002271,2
612412101,BIAYA JAMUAN KANTOR,20/02/2023,JAMUAN INTERNAL ,63000,2,2023,0.002036,2
612412101,BIAYA JAMUAN KANTOR,22/02/2023,JAMUAN INTERNAL ,55000,2,2023,0.001767,2
612412101,BIAYA JAMUAN KANTOR,23/02/2023,JAMUAN INTERNAL ,50000,2,2023,0.001598,2
612412101,BIAYA JAMUAN KANTOR,24/02/2023,JAMUAN INTERNAL ,123000,2,2023,0.004055,2
612412101,BIAYA JAMUAN KANTOR,28/02/2023,JAMUAN INTERNAL ,106000,2,2023,0.003483,2
612412101,BIAYA JAMUAN KANTOR,07/03/2023,JAMUAN INTERNAL ,91000,3,2023,0.002978,2
